SKU;Brand;Nama Produk;Price List NFI;Harga Display;Harga Cost;Harga Organik;Kode;Alias SKU 1;Alias Nama 1;Alias SKU 2;Alias Nama 2;Alias SKU 3;Alias Nama 3;Alias SKU 4;Alias Nama 4;Produk 1;SKU Produk 1;PCS Produk 1;Price List NFI 1;Subtotal Produk 1;Harga Display 1;Harga Cost 1;Harga Organik 1;Produk 2;SKU Produk 2;PCS Produk 2;Price List NFI 2;Subtotal Produk 2;Harga Display 2;Harga Cost 2;Harga Organik 2;Produk 3;SKU Produk 3;PCS Produk 3;Price List NFI 3;Subtotal Produk 3;Harga Display 3;Harga Cost 3;Harga Organik 3;Produk 4;SKU Produk 4;PCS Produk 4;Price List NFI 4;Subtotal Produk 4;Harga Display 4;Harga Cost 4;Harga Organik 4;Produk 5;SKU Produk 5;PCS Produk 5;Price List NFI 5;Subtotal Produk 5;Harga Display 5;Harga Cost 5;Harga Organik 5;Produk 6;SKU Produk 6;PCS Produk 6;Price List NFI 6;Subtotal Produk 6;Harga Display 6;Harga Cost 6;Harga Organik 6;Produk 7;SKU Produk 7;PCS Produk 7;Price List NFI 7;Subtotal Produk 7;Harga Display 7;Harga Cost 7;Harga Organik 7;SKU Generate;Sub Brand;Parent Item;SKU Generate [0];Parent SKU;MP Tokopedia;MP Lazada;MP Blibli;MP Jdid;MP Bukalapak;MP Nutrimart;MP Eksklusif;MP Shopee;Alias Nama 5;Alias SKU 5;Alias Nama 6;Alias SKU 6;Alias Nama 7;Alias SKU 7
PN10T23T24;Bundle;W'dank Kopi Bajigur, Tropicana Slim Caffe-Latte10s & Tropicana Slim White Coffee;55000.0;64300;55000;0;;7.50E+35;W'dank Kopi Bajigur, Tropicana Slim Caffe-Latte10s &Tropicana Slim White Coffee;;;;;;;WDank Bajigur (4 sch);1101665104;1.0;9900.0;9900.0;11500.0;9900.0;0.0;Tropicana Slim Cafe Latte (10 sch);2104153110;1.0;27500.0;27500.0;30400.0;26400.0;0.0;Tropicana Slim White Coffee;2104170104;1.0;17600.0;17600.0;0.0;0.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;PN9T23T24;;;;;;;;;;;;;;;
PN4N13;Bundle;NS MANIS REF 500Gx12D + NS Blewah 10s;46530.0;59100;46530;0;;;;;;;;;;NutriSari Jeruk Manis 500gr;1102101180;1.0;36300.0;36300.0;43600.0;36300.0;0.0;NutriSari Blewah (10 SCH);1101522451;1.0;10230.0;10230.0;15500.0;10230.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;PN4N13;;;;;;;;;;;;;;;
PN14N22;Bundle;Nutrisari Jeruk Manis (750 gr) & Nutrisari Jeruk Peras 10s;63030.0;78900;63030;0;;7.50E+35;Nutrisari Jeruk Manis (750 gr) & Nutrisari Jeruk Peras 10s;;;;;;;NutriSari Jeruk Manis 750gr;1102101190;1.0;52800.0;52800.0;63400.0;52800.0;0.0;NutriSari Jeruk Peras (10 Sch);1101569451;1.0;10230.0;10230.0;15500.0;10230.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;PN14N22;;;;;;;;;;;;;;;
PN14N23;Bundle;Nutrisari Jeruk Manis (750 gr) & Nutrisari American Sweet Orange 10s;63030.0;78900;63030;0;;;;;;;;;;NutriSari Jeruk Manis 750gr;1102101190;1.0;52800.0;52800.0;63400.0;52800.0;0.0;NutriSari American Sweet Orange (10 Sch);1101909451;1.0;10230.0;10230.0;15500.0;10230.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;PN14N23;;;;;;;;;;;;;;;
PN14N29;Bundle;Paket NutriSari Jeruk Manis 750gr & NutriSari Madu Lemon 10s;63030.0;78900;63030;0;;N14N29;Paket NutriSari Jeruk Manis 750gr & NutriSari Madu Lemon 10 Sachet;;;;;;;NutriSari Jeruk Manis 750gr;1102101190;1.0;52800.0;52800.0;63400.0;52800.0;0.0;NutriSari Madu Lemon (10 Sch);1101978451;1.0;10230.0;10230.0;15500.0;10230.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;PN14N29;;;;;;;;;;;;;;;
PN19H23;Bundle;Paket NutriSari Markisa 10s & HiLo Thai Tea 10s;23430.0;35500;23430;0;;;;;;;;;;NutriSari Markisa (10 Sch);1101976451;1.0;10230.0;10230.0;15500.0;10230.0;0.0;HiLo Thai Tea (10 sch);2101847443;1.0;13200.0;13200.0;20000.0;13200.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;PH23N19;;;;;;;;;;;;;;;
PN19H23(2);Bundle;Nutrisari Markisa 10s & HiLo Thai Tea 20s;36630.0;55500;36630;0;;;;;;;;;;NutriSari Markisa (10 Sch);1101976451;1.0;10230.0;10230.0;15500.0;10230.0;0.0;HiLo Thai Tea (10 sch);2101847443;2.0;13200.0;26400.0;40000.0;26400.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;PH23(2)N19;;;;;;;;;;;;;;;
PN1N10;Bundle;Nutrisari Premium Ala Jus Jambu & W'Dank Kopi Bajigur;19800.0;23400;19800;0;;;;;;;;;;NutriSari Premium ala Jus Jambu (4 sch);1100525104;1.0;9900.0;9900.0;11900.0;9900.0;0.0;WDank Bajigur (4 sch);1101665104;1.0;9900.0;9900.0;11500.0;9900.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;PN1N9;;;;;;;;;;;;;;;
PN1N2;Bundle;NutriSari Premium Pack: Jambu & Mangga;19800.0;23800;19800;0;;749,921,010,995,749,000,000,000;Nutrisari PremiumJambu & Mangga;;;;;;;NutriSari Premium ala Jus Jambu (4 sch);1100525104;1.0;9900.0;9900.0;11900.0;9900.0;0.0;NutriSari Premium ala Jus Mangga (4 sch);1100534104;1.0;9900.0;9900.0;11900.0;9900.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;PN1N2;;;;;;;;;;;;;;;
PN1N2T19;Bundle;Nutrisari Premium Jambu&Mangga & Tropicana Slim Sweetener I Sweet 25s X 2.5gr;36850.0;44200;36850;0;;;;;;;;;;NutriSari Premium ala Jus Jambu (4 sch);1100525104;1.0;9900.0;9900.0;11900.0;9900.0;0.0;NutriSari Premium ala Jus Mangga (4 sch);1100534104;1.0;9900.0;9900.0;11900.0;9900.0;0.0;Tropicana Slim Sweetener I Sweet;2103400120;1.0;17050.0;17050.0;17800.0;14850.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;PN1N2T19;;;;;;;;;;;;;;;
PN1N4;Bundle;Nutrisari Blewah x10sachet (Free Nutrisari Premium Jus Jambu (Selama Persediaan Ada));10230.0;15500;10230;0;;7.50E+11;Nutrisari Blewah 10 sachet Free Nutrisari Premium Jus Jambu (Selama Persediaan Ada);;;;;;;NutriSari Blewah (10 SCH);1101522451;1.0;10230.0;10230.0;15500.0;10230.0;0.0;(50%)NutriSari Premium ala Jus Jambu;(50%)1100525104;1.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;1101522451P1E3;;;;;;;;;;;;;;;
PN1T19;Bundle;Nutrisari Premium Ala Jus Jambu + Tropicana Slim Sweetener I Sweet (25sx2.5g);26950.0;32300;26950;0;;;;;;;;;;NutriSari Premium ala Jus Jambu (4 sch);1100525104;1.0;9900.0;9900.0;11900.0;9900.0;0.0;Tropicana Slim Sweetener I Sweet;2103400120;1.0;17050.0;17050.0;17800.0;14850.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;PN1T19;;;;;;;;;;;;;;;
PN20N33;Bundle;Paket Lokalate Kopi Durian & Lokalate Kopi Aren;26400.0;35000;26400;0;;N20N33;Paket Lokalate Kopi Durian & Lokalate Kopi Aren;;;;;;;W'Dank Lokalate Kopi Durian 10 sachet Renceng;1101675318;1.0;13200.0;13200.0;17500.0;13200.0;0.0;Lokalate Kopi Aren 10 sachet Renceng;1101681318;1.0;13200.0;13200.0;17500.0;13200.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;PN20N33;;;;;;;;;;;;;;;
PN21N4;Bundle;NS NIPIS REF 500Gx12D + NS Blewah 10s;46530.0;59100;46530;0;;498018437-1552988842885-0;[FREE 1 Nutrisari Blewah 10s] Nutrisari Jeruk Nipis Ref 500G;;;;;;;NutriSari Jeruk Nipis 500gr;1101003180;1.0;36300.0;36300.0;43600.0;36300.0;0.0;NutriSari Blewah (10 SCH);1101522451;1.0;10230.0;10230.0;15500.0;10230.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;PN3N4;;;;;;;;;;;;;;;
PN22H23(2);Bundle;Nutrisari Jeruk Peras 10s & HiLo Thai Tea 20s;36630.0;55500;36630;0;;;;;;;;;;NutriSari Jeruk Peras (10 Sch);1101569451;1.0;10230.0;10230.0;15500.0;10230.0;0.0;HiLo Thai Tea (10 sch);2101847443;2.0;13200.0;26400.0;40000.0;26400.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;PH23(2)N22;;;;;;;;;;;;;;;
PN23H23(2);Bundle;Nutrisari American Sweet Orange 10s & HiLo Thai Tea 20s;36630.0;55500;36630;0;;;;;;;;;;NutriSari American Sweet Orange (10 Sch);1101909451;1.0;10230.0;10230.0;15500.0;10230.0;0.0;HiLo Thai Tea (10 sch);2101847443;2.0;13200.0;26400.0;40000.0;26400.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;PH23(2)N23;;;;;;;;;;;;;;;
PN23N22N26N8;Bundle;Nutrisari Mix Flavour 40s' (American Sweet Orange, Jeruk Peras, Yuzu, Jeju).;30690.0;46500;30690;0;;;;;;;;;;NutriSari American Sweet Orange (10 Sch);1101909451;1.0;10230.0;10230.0;15500.0;10230.0;0.0;NutriSari Jeruk Peras (10 Sch);1101569451;1.0;10230.0;10230.0;15500.0;10230.0;0.0;NutriSari Yuzu Orange (10 Sch);1101573451;1.0;10230.0;10230.0;15500.0;10230.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;PN22N23N26;;;;;;;;;;;;;;;
PN23N4;Bundle;Nutrisari American Sweet Orange 10s & Nutrisari Blewah 10s;20460.0;31000;20460;0;;7.50E+11;Nutrisari American Sweet Orange 10s & Nutrisari Blewah 10s;;;;;;;NutriSari American Sweet Orange (10 Sch);1101909451;1.0;10230.0;10230.0;15500.0;10230.0;0.0;NutriSari Blewah (10 SCH);1101522451;1.0;10230.0;10230.0;15500.0;10230.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;PN4N23;;;;;;;;;;;;;;;
PN23N8;Bundle;Nutrisari American Sweet Orange 10s & Nutrisari Jeruk Jeju 10s;24530.0;32700;24530;0;;7.50E+23;Nutrisari American Sweet Orange 10s & Nutrisari Jeruk Jeju 10s;;;;;;;NutriSari American Sweet Orange (10 Sch);1101909451;1.0;10230.0;10230.0;15500.0;10230.0;0.0;Nutrisari Jeruk Jeju (10 sch) Gusset;1101572016;1.0;14300.0;14300.0;17200.0;14300.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;PN8N23;;;;;;;;;;;;;;;
PN26N22;Bundle;Nutrisari Yuzu Orange 10s & Nutrisari Jeruk Peras 10s;20460.0;31000;20460;0;;7.50E+23;Nutrisari Yuzu Orange 10s & Nutrisari Jeruk Peras 10s;;;;;;;NutriSari Yuzu Orange (10 Sch);1101573451;1.0;10230.0;10230.0;15500.0;10230.0;0.0;NutriSari Jeruk Peras (10 Sch);1101569451;1.0;10230.0;10230.0;15500.0;10230.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;PN22N26;;;;;;;;;;;;;;;
PN29N10;Bundle;Nutrisari Madu Lemon 10s & W'Dank Kopi Bajigur;18480.0;27380;18480;0;;;;;;;;;;NutriSari Madu Lemon (10 Sch);1101978451;1.0;10230.0;10230.0;15500.0;10230.0;0.0;W'Dank Kopi Bajigur 10 sachet Renceng;1101672318;1.0;8250.0;8250.0;11880.0;8250.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;PN15N29;;;;;;;;;;;;;;;
PN29N30;Bundle;NutriSari Honey Pack Series (2 Renceng);20460.0;31000;20460;0;;;;;;;;;;NutriSari Madu Lemon (10 Sch);1101978451;1.0;10230.0;10230.0;15500.0;10230.0;0.0;NutriSari Madu Kurma (10 Sch);1101979451;1.0;10230.0;10230.0;15500.0;10230.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;PN29N30;;;;;;;;;;;;;;;
PN2N1;Bundle;Nutrisari Premium Ala Jus Mangga (Free Nutrisari Premium Jus Jambu (Selama Persediaan Ada));9900.0;11900;9900;0;;23304597;[1+1] NutriSari Premium ala Jus Mangga dan Jambu (Get 2 box x 4 Sachets);;;;;;;NutriSari Premium ala Jus Mangga (4 sch);1100534104;1.0;9900.0;9900.0;11900.0;9900.0;0.0;(50%)NutriSari Premium ala Jus Jambu;(50%)1100525104;1.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;1100534104P1E3;;;;;;;;;;;;;;;
PN2N10;Bundle;Nutrisari Premium Ala Jus Mangga + W'Dank Kopi Bajigur;18150.0;23780;18150;0;;;;;;;;;;NutriSari Premium ala Jus Mangga (4 sch);1100534104;1.0;9900.0;9900.0;11900.0;9900.0;0.0;W'Dank Kopi Bajigur 10 sachet Renceng;1101672318;1.0;8250.0;8250.0;11880.0;8250.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;PN2N15;;;;;;;;;;;;;;;
PN2T19;Bundle;Nutrisari Premium Ala Jus Mangga & Tropicana Slim Sweetener I Sweet (25sx2.5g);26950.0;32300;26950;0;;;;;;;;;;NutriSari Premium ala Jus Mangga (4 sch);1100534104;1.0;9900.0;9900.0;11900.0;9900.0;0.0;Tropicana Slim Sweetener I Sweet;2103400120;1.0;17050.0;17050.0;17800.0;14850.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;PN2T19;;;;;;;;;;;;;;;
PN30(10)G39(10);Bundle;Nutrisari Madu Kurma (Buy 10 Get 10);10230.0;31000;10230;0;;;;;;;;;;NutriSari Madu Kurma (10 Sch);1101979451;1.0;10230.0;10230.0;15500.0;10230.0;0.0;(FREE)NutriSari Madu Kurma (10 Sch);(B)1101979451;1.0;0.0;0.0;15500.0;0.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;1101979451P1G39;;;;;;;;;;;;;;;
PN30(10)G39(10)T19;Bundle;Nutrisari Madu Kurma (Buy 10 Get 10) & Tropicana Slim Sweetener I Sweet 25s;37510.0;51400;37510;0;;;;;;;;;;NutriSari Madu Kurma (10 Sch);1101979451;1.0;10230.0;10230.0;15500.0;10230.0;0.0;NutriSari Madu Kurma (10 Sch);1101979451;1.0;10230.0;10230.0;15500.0;10230.0;0.0;Tropicana Slim Sweetener I Sweet;2103400120;1.0;17050.0;17050.0;17800.0;14850.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;PN30N30T19;;;;;;;;;;;;;;;
PN30(16);Bundle;Nutrisari Madu Kurma Isi 16 Renceng X 10 Sachet (Karton);163680.0;248000;163680;0;;;;;;;;;;NutriSari Madu Kurma (10 Sch);1101979451;16.0;10230.0;163680.0;248000.0;163680.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;1101979451P16;;;;;;;;;;;;;;;
PN30(2)B9(1);Bundle;Buy 20 sachet Nutrisari Madu Kurma FREE 10 sachet Nutrisari Yuzu Orange;20460.0;46500;20460;0;;PN30(2)G54;Buy 20 sachet Nutrisari Madu Kurma FREE 10 Yuzu Orange;;;;;;;NutriSari Madu Kurma (10 Sch);1101979451;2.0;10230.0;20460.0;31000.0;20460.0;0.0;(FREE) NutriSari Yuzu Orange 10's;(B)1101573451;1.0;0.0;0.0;15500.0;0.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;1101979451P2B9;;;;;;;;;;;;;;;
PN30G39N29;Bundle;Nutrisari Madu Kurma (Buy 10 S Get 10 S) & Nutrisari Madu Lemon x10sachet;20460.0;46500;20460;0;;PN30(10)G39(10)N29;Nutrisari Madu Kurma Buy 10 S Get 10 S & Madu Lemon 10 Sachet;;;;;;;NutriSari Madu Kurma (10 Sch);1101979451;1.0;10230.0;10230.0;15500.0;10230.0;0.0;NutriSari Madu Lemon (10 Sch);1101978451;1.0;10230.0;10230.0;15500.0;10230.0;0.0;(FREE)NutriSari Madu Kurma (10 Sch);(B)1101979451;1.0;0.0;0.0;15500.0;0.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;PN29N30G39;;;;;;;;;;;;;;;
PN30H23(2)G39;Bundle;Nutrisari Madu Kurma & Hilo Thai Tea 20s (Buy 10 Get 10);36630.0;71000;36630;0;;;;;;;;;;NutriSari Madu Kurma (10 Sch);1101979451;1.0;10230.0;10230.0;15500.0;10230.0;0.0;HiLo Thai Tea (10 sch);2101847443;2.0;13200.0;26400.0;40000.0;26400.0;0.0;(FREE)NutriSari Madu Kurma (10 Sch);(B)1101979451;1.0;0.0;0.0;15500.0;0.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;PH23(2)N30G39;;;;;;;;;;;;;;;
PN30N10G39;Bundle;Nutrisari Madu Kurma & W'Dank Kopi Bajigur (Buy 10 Get 10);20130.0;42500;20130;0;;;;;;;;;;NutriSari Madu Kurma (10 Sch);1101979451;1.0;10230.0;10230.0;15500.0;10230.0;0.0;WDank Bajigur (4 sch);1101665104;1.0;9900.0;9900.0;11500.0;9900.0;0.0;(FREE)NutriSari Madu Kurma (10 Sch);(B)1101979451;1.0;0.0;0.0;15500.0;0.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;PN9N30G39;;;;;;;;;;;;;;;
PN30N1G39;Bundle;Nutrisari Madu Kurma & Nutrisari Premium Ala Jus Jambu (Buy 10 Get 10);20130.0;42900;20130;0;;;;;;;;;;NutriSari Madu Kurma (10 Sch);1101979451;1.0;10230.0;10230.0;15500.0;10230.0;0.0;NutriSari Premium ala Jus Jambu (4 sch);1100525104;1.0;9900.0;9900.0;11900.0;9900.0;0.0;(FREE)NutriSari Madu Kurma (10 Sch);(B)1101979451;1.0;0.0;0.0;15500.0;0.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;PN1N30G39;;;;;;;;;;;;;;;
PN30N23G39;Bundle;Nutrisari Madu Kurma & Nutrisari American Sweet Orange 10s (Buy 10 Get 10);20460.0;46500;20460;0;;;;;;;;;;NutriSari Madu Kurma (10 Sch);1101979451;1.0;10230.0;10230.0;15500.0;10230.0;0.0;NutriSari American Sweet Orange (10 Sch);1101909451;1.0;10230.0;10230.0;15500.0;10230.0;0.0;(FREE)NutriSari Madu Kurma (10 Sch);(B)1101979451;1.0;0.0;0.0;15500.0;0.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;PN23N30G39;;;;;;;;;;;;;;;
PN30N27G39;Bundle;Nutrisari Madu Kurma & Nutrisari Jeruk Jeju x10s (Buy 10 Get 10);20460.0;46500;20460;0;;;;;;;;;;NutriSari Madu Kurma (10 Sch);1101979451;1.0;10230.0;10230.0;15500.0;10230.0;0.0;Nutrisari Jeruk Jeju (10 sch) Renceng;1101572451;1.0;10230.0;10230.0;15500.0;10230.0;0.0;(FREE)NutriSari Madu Kurma (10 Sch);(B)1101979451;1.0;0.0;0.0;15500.0;0.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;PN27N30G39;;;;;;;;;;;;;;;
PN30N2G39;Bundle;Nutrisari Madu Kurma & Nutrisari Premium Ala Jus Mangga (Buy 10 Get 10);20130.0;42900;20130;0;;;;;;;;;;NutriSari Madu Kurma (10 Sch);1101979451;1.0;10230.0;10230.0;15500.0;10230.0;0.0;NutriSari Premium ala Jus Mangga (4 sch);1100534104;1.0;9900.0;9900.0;11900.0;9900.0;0.0;(FREE)NutriSari Madu Kurma (10 Sch);(B)1101979451;1.0;0.0;0.0;15500.0;0.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;PN2N30G39;;;;;;;;;;;;;;;
PN30T24G39;Bundle;Nutrisari Madu Kurma & Tropicana Slim White Coffee (Buy 10 Get 10);27830.0;52200;27830;0;;;;;;;;;;NutriSari Madu Kurma (10 Sch);1101979451;1.0;10230.0;10230.0;15500.0;10230.0;0.0;Tropicana Slim White Coffee;2104170104;1.0;17600.0;17600.0;19800.0;16500.0;0.0;(FREE)NutriSari Madu Kurma (10 Sch);(B)1101979451;1.0;0.0;0.0;15500.0;0.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;PN30T24G39;;;;;;;;;;;;;;;
PN33B9;Bundle;Buy 10 sachet Kopi Gula Aren FREE 10 sachet Nutrisari Yuzu;13200.0;33000;13200;0;;;;;;;;;;Lokalate Kopi Aren 10 sachet Renceng;1101681318;1.0;13200.0;13200.0;17500.0;13200.0;0.0;(FREE) NutriSari Yuzu Orange 10's;(B)1101573451;1.0;0.0;0.0;15500.0;0.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;1101681318P1B9;;;;;;;;;;;;;;;
PN35(12)B12(12);Bundle;Buy 12 Get 12 FREE - NutriSari Jeruk Madu RTD 200ml Orange;48840.0;117600;48840;0;;PN13(12)B12(12);Nutrisari Jeruk Madu RTD 200ml x 24pcs;;;;;;;NutriSari RTD Jeruk Madu 200 ml;1101182250;12.0;4070.0;48840.0;58800.0;48840.0;0.0;(FREE)NutriSari RTD Jeruk Madu 200 ml;(B)1101182250;12.0;0.0;0.0;58800.0;0.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;NutriSari;Nutrisari Jeruk Madu RTD 200ml x 24pcs;1101182250P12B12(12);;;;;;;;;;;;;;;
PN35(24)G55;Bundle;Buy 24 pcs Nutrisari Jeruk Madu RTD FREE DIY Coloring Bag;97680.0;147600;97680;0;;;;;;;;;;NutriSari RTD Jeruk Madu 200 ml;1101182250;24.0;4070.0;97680.0;117600.0;97680.0;0.0;(FREE) DIY Coloring Bag NutriSari;(B)71210078;1.0;0.0;0.0;30000.0;0.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;NutriSari;NutriSari Jeruk Madu 200ml (24 Tetra);1101182250P24G55;;;;;;;;;;;;;;;
PN35(3)B12(3);Bundle;Buy 3 Get 6 Nutrisari Jeruk Madu RTD 200ml;12210.0;29400;12210;0;;;;;;;;;;NutriSari RTD Jeruk Madu 200 ml;1101182250;3.0;4070.0;12210.0;14700.0;12210.0;0.0;(FREE)NutriSari RTD Jeruk Madu 200 ml;(B)1101182250;3.0;0.0;0.0;14700.0;0.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;1101182250P3B12(3);;;;;;;;;;;;;;;
PN35(4)B12(2);Bundle;Buy 4 Get 6 Nutrisari Jeruk Madu RTD 200ml;16280.0;29400;16280;0;;;;;;;;;;NutriSari RTD Jeruk Madu 200 ml;1101182250;4.0;4070.0;16280.0;19600.0;16280.0;0.0;(FREE)NutriSari RTD Jeruk Madu 200 ml;(B)1101182250;2.0;0.0;0.0;9800.0;0.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;NutriSari;Buy 4 Get 6 Nutrisari Jeruk Madu RTD 200ml;1101182250P4B12(2);PN35(4)B12(2);;;;;;;;;;;;;;
PN35(6)B9(1);Bundle;Buy 6 Nutrisari Jeruk Madu RTD Free 10 Sachet Nutrisari Yuzu;24420.0;44900;24420;0;;1101182250P6;Buy 6 Nutrisari Jeruk Madu RTD Free 10 Sachet Yuzu;PN35(6)G54;Buy 6 Nutrisari Jeruk Madu RTD Free 10 Sachet Yuzu;;;;;NutriSari RTD Jeruk Madu 200 ml;1101182250;6.0;4070.0;24420.0;29400.0;24420.0;0.0;(FREE) NutriSari Yuzu Orange 10's;(B)1101573451;1.0;0.0;0.0;15500.0;0.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;1101182250P6B9;;;;;;;;;;;;;;;
