SKU;Brand;Nama Produk;Price List NFI;Harga Display;Harga Cost;Harga Organik;Kode;Alias SKU 1;Alias Nama 1;Alias SKU 2;Alias Nama 2;Alias SKU 3;Alias Nama 3;Alias SKU 4;Alias Nama 4;Produk 1;SKU Produk 1;PCS Produk 1;Price List NFI 1;Subtotal Produk 1;Harga Display 1;Harga Cost 1;Harga Organik 1;Produk 2;SKU Produk 2;PCS Produk 2;Price List NFI 2;Subtotal Produk 2;Harga Display 2;Harga Cost 2;Harga Organik 2;Produk 3;SKU Produk 3;PCS Produk 3;Price List NFI 3;Subtotal Produk 3;Harga Display 3;Harga Cost 3;Harga Organik 3;Produk 4;SKU Produk 4;PCS Produk 4;Price List NFI 4;Subtotal Produk 4;Harga Display 4;Harga Cost 4;Harga Organik 4;Produk 5;SKU Produk 5;PCS Produk 5;Price List NFI 5;Subtotal Produk 5;Harga Display 5;Harga Cost 5;Harga Organik 5;Produk 6;SKU Produk 6;PCS Produk 6;Price List NFI 6;Subtotal Produk 6;Harga Display 6;Harga Cost 6;Harga Organik 6;Produk 7;SKU Produk 7;PCS Produk 7;Price List NFI 7;Subtotal Produk 7;Harga Display 7;Harga Cost 7;Harga Organik 7;SKU Generate;Sub Brand;Parent Item;SKU Generate [0];Parent SKU;MP Tokopedia;MP Lazada;MP Blibli;MP Jdid;MP Bukalapak;MP Nutrimart;MP Eksklusif;MP Shopee;Alias Nama 5;Alias SKU 5;Alias Nama 6;Alias SKU 6;Alias Nama 7;Alias SKU 7
1;Nutrisari;tes produk;1000.0;1000;1000;1000;A9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Nutrisari;tes produk 2;1000.0;1000;1000;1000;A5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;L-Men Suplemen;L-Men Platinum Choco Latte 800gr (25gr protein);;;;;;;;;;;;;;;;
1100525104P1B3;Bundle;Nutrisari Premium Ala Jus Jambu Free Nutrisari Premium Jus Jambu (Selama Persediaan Ada);9900.0;11900;9900;0;;;;;;;;;;NutriSari Premium ala Jus Jambu (4 sch);1100525104;1.0;9900.0;9900.0;11900.0;9900.0;0.0;(50%)NutriSari Premium ala Jus Jambu;(50%)1100525104;3.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;1100525104P1E3(3);;;;;;;;;;;;;;;
1101003180P2;Bundle;NutriSari Jeruk Nipis 500gr Twin Pack;36300.0;43600;36300;0;;;;;;;;;;NutriSari Jeruk Nipis 500gr;1101003180;1.0;36300.0;36300.0;43600.0;36300.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;1101003180P1;;;;;;;;;;;;;;;
1101522451P3;Bundle;Buy 2 Get 1 FREE NutriSari Blewah 10 Sachet;30690.0;46500;30690;0;;;;;;;;;;NutriSari Blewah (10 SCH);1101522451;3.0;10230.0;30690.0;46500.0;30690.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;1101522451P3;;;;;;;;;;;;;;;
1101558017P3;Bundle;Buy 2 Get 1 FREE NutriSari Jeruk Nipis 10 Sachet;41250.0;46500;41250;0;;;;;;;;;;Nutrisari Jeruk Nipis (10 sch);1101558017;3.0;13750.0;41250.0;46500.0;30690.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;1101558017P3;;;;;;;;;;;;;;;
1101569451B3;Bundle;Nutrisari Jeruk Peras x10sachet (Free Nutrisari Premium Jus Jambu (Selama Persediaan Ada));10230.0;15500;10230;0;;7.50E+11;Nutrisari Jeruk Peras 10 Sachet Free Nutrisari Premium Jus Jambu (Selama Persediaan Ada);;;;;;;NutriSari Jeruk Peras (10 Sch);1101569451;1.0;10230.0;10230.0;15500.0;10230.0;0.0;(50%)NutriSari Premium ala Jus Jambu;(50%)1100525104;1.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;1101569451P1E3;;;;;;;;;;;;;;;
1101569451P3;Bundle;Buy 2 Get 1 FREE NutriSari Jeruk Peras 10 Sachet;30690.0;46500;30690;0;;;;;;;;;;NutriSari Jeruk Peras (10 Sch);1101569451;3.0;10230.0;30690.0;46500.0;30690.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;1101569451P3;;;;;;;;;;;;;;;
1101572016P2;Bundle;Nutrisari Jeruk Jeju isi 10s x2;28600.0;34400;28600;0;;;;;;;;;;Nutrisari Jeruk Jeju (10 sch) Gusset;1101572016;2.0;14300.0;28600.0;34400.0;28600.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;1101572016P2;;;;;;;;;;;;;;;
1101572451P2G58;Bundle;NS JERUK JEJU 10S x2 Free Fridge Magnet Jeju;20460.0;36000;24535;0;;;;;;;;;;Nutrisari Jeruk Jeju (10 sch) Renceng;1101572451;2.0;10230.0;20460.0;31000.0;20460.0;0.0;(FREE) Fridge Magnet Nutrisari Jeju Orange;(B)71210075;1.0;0.0;0.0;5000.0;4075.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;1101572451P2G58;;;;;;;;;;;;;;;
1101572451P3;Bundle;Buy 2 Get 1 FREE NutriSari Jeju Orange 10 Sachet;30690.0;46500;30690;0;;;;;;;;;;Nutrisari Jeruk Jeju (10 sch) Renceng;1101572451;3.0;10230.0;30690.0;46500.0;30690.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;1101572451P3;;;;;;;;;;;;;;;
1101573451P1B3;Bundle;Nutrisari Yuzu Orange x10sachet (Free Nutrisari Premium Jus Jambu (Selama Persediaan Ada));10230.0;15500;10230;0;;7.50E+11;Nutrisari Yuzu Orange 10 Sachet Free Nutrisari Premium Jus Jambu (Selama Persediaan Ada);;;;;;;NutriSari Yuzu Orange (10 Sch);1101573451;1.0;10230.0;10230.0;15500.0;10230.0;0.0;(50%)NutriSari Premium ala Jus Jambu;(50%)1100525104;3.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;1101573451P1E3(3);;;;;;;;;;;;;;;
1101573451P1G46;Bundle;NutriSari Yuzu Orange 10 Renceng (@ 10 sachet) FREE E-Money NutriSari;102300.0;205000;147309;0;;;;;;;;;;NutriSari Yuzu Orange (10 Sch);1101573451;10.0;10230.0;102300.0;155000.0;102300.0;0.0;EMoney Mandiri NutriSari;(B)71210068;1.0;0.0;0.0;50000.0;45009.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;1101573451P10G46;;;;;;;;;;;;;;;
1101573451P2G57;Bundle;NS YUZU ORANGE PLS 16RX10SX11G x2 Free Fridge Magnet Yuzu;20460.0;36000;24535;0;;;;;;;;;;NutriSari Yuzu Orange (10 Sch);1101573451;2.0;10230.0;20460.0;31000.0;20460.0;0.0;(FREE) Fridge Magnet NutriSari Yuzu Orange;(B)71210074;1.0;0.0;0.0;5000.0;4075.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;1101573451P2G57;;;;;;;;;;;;;;;
1101573451P3;Bundle;Buy 2 Get 1 Free NutriSari Yuzu Orange 10 Sachet;30690.0;46500;30690;0;;;;;;;;;;NutriSari Yuzu Orange (10 Sch);1101573451;3.0;10230.0;30690.0;46500.0;30690.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;1101573451P3;;;;;;;;;;;;;;;
1101672318P2;Bundle;Buy 1 Get 1 FREE W'Dank Kopi Bajigur (10 Sch);16500.0;23760;16500;0;;;;;;;;;;W'Dank Kopi Bajigur 10 sachet Renceng;1101672318;2.0;8250.0;16500.0;23760.0;16500.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;1101672318P2;;;;;;;;;;;;;;;
1101675318P2G56;Bundle;W'DANK LOKALATE KOPI DURIAN PLS 12RX10SX15G x2 Free Fridge Magnet Kopi Durian;26400.0;40000;30475;0;;;;;;;;;;W'Dank Lokalate Kopi Durian 10 sachet Renceng;1101675318;2.0;13200.0;26400.0;35000.0;26400.0;0.0;(FREE) Fridge Magnet WDank Lokalate Kopi Durian;(B)71210073;1.0;0.0;0.0;5000.0;4075.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;1101675318P2G56;;;;;;;;;;;;;;;
1101681318P1G52;Bundle;Buy 1 Get 1 FREE W'Dank Lokalate Kopi Gula Aren (10 Sch);13200.0;35000;13200;0;;;;;;;;;;Lokalate Kopi Aren 10 sachet Renceng;1101681318;1.0;13200.0;13200.0;17500.0;13200.0;0.0;(FREE) W'dank Lokalate Kopi Gula Aren 10s;(B)1101681318;1.0;0.0;0.0;17500.0;0.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;1101681318P1G52;;;;;;;;;;;;;;;
1101907451P3;Bundle;Buy 2 Get 1 FREE NutriSari Florida Orange 10 Sachet;30690.0;46500;30690;0;;;;;;;;;;NutriSari Florida Orange (10 Sch);1101907451;3.0;10230.0;30690.0;46500.0;30690.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;1101907451P3;;;;;;;;;;;;;;;
1101909451P2;Bundle;Nutrisari American Sweet Orange 10s x2;20460.0;31000;20460;0;;;;;;;;;;NutriSari American Sweet Orange (10 Sch);1101909451;2.0;10230.0;20460.0;31000.0;20460.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;1101909451P2;;;;;;;;;;;;;;;
1101909451P3;Bundle;Buy 2 Get 1 FREE NutriSari American Sweet Orange 10 Sachet;30690.0;46500;30690;0;;;;;;;;;;NutriSari American Sweet Orange (10 Sch);1101909451;3.0;10230.0;30690.0;46500.0;30690.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;1101909451P3;;;;;;;;;;;;;;;
1101976451P1G46;Bundle;NutriSari Markisa 10 Renceng (@ 10 sachet) FREE E-Money NutriSari;102300.0;205000;147309;0;;;;;;;;;;NutriSari Markisa (10 Sch);1101976451;10.0;10230.0;102300.0;155000.0;102300.0;0.0;EMoney Mandiri NutriSari;(B)71210068;1.0;0.0;0.0;50000.0;45009.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;1101976451P10G46;;;;;;;;;;;;;;;
1101976451P2;Bundle;Nutrisari Markisa 10xsachet (Free Nutrisari Markisa 10 Sachet (Selama Persediaan Ada));10230.0;15500;10230;0;;7.50E+11;Nutrisari Markisa 10 sachet Free Nutrisari Markisa 10 Sachet (Selama Persediaan Ada);;;;;;;NutriSari Markisa (10 Sch);1101976451;1.0;10230.0;10230.0;15500.0;10230.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;1101976451P1;;;;;;;;;;;;;;;
1101976451P3;Bundle;Buy 2 Get 1 FREE NutriSari Markisa 10 Sachet;30690.0;46500;30690;0;;;;;;;;;;NutriSari Markisa (10 Sch);1101976451;3.0;10230.0;30690.0;46500.0;30690.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;1101976451P3;;;;;;;;;;;;;;;
1101978451P1G46;Bundle;NutriSari Madu Lemon 10 Renceng (@ 10 sachet) FREE E-Money NutriSari;102300.0;205000;147309;0;;;;;;;;;;NutriSari Madu Lemon (10 Sch);1101978451;10.0;10230.0;102300.0;155000.0;102300.0;0.0;EMoney Mandiri NutriSari;(B)71210068;1.0;0.0;0.0;50000.0;45009.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;1101978451P10G46;;;;;;;;;;;;;;;
1101978451P3;Bundle;Buy 2 Get 1 FREE NutriSari Madu Lemon 10 Sachet;30690.0;46500;30690;0;;498010477-1552988519359-0;[Buy 2 Get 3] Nutrisari Madu Lemon 10 s - ;;;;;;;NutriSari Madu Lemon (10 Sch);1101978451;3.0;10230.0;30690.0;46500.0;30690.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;1101978451P3;;;;;;;;;;;;;;;
1101979451P3;Bundle;Buy 2 Get 1 FREE NutriSari Madu Kurma 10 Sachet;30690.0;46500;30690;0;;;;;;;;;;NutriSari Madu Kurma (10 Sch);1101979451;3.0;10230.0;30690.0;46500.0;30690.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;1101979451P3;;;;;;;;;;;;;;;
1102101190P2;Bundle;NutriSari Jeruk Manis 750gr Twin Pack;52800.0;63400;52800;0;;;;;;;;;;NutriSari Jeruk Manis 750gr;1102101190;1.0;52800.0;52800.0;63400.0;52800.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;1102101190P1;;;;;;;;;;;;;;;
1102101190P2G46;Bundle;NS MANIS REF 750GX6D x2 Free E-Money NutriSari;105600.0;176800;150609;0;;;;;;;;;;NutriSari Jeruk Manis 750gr;1102101190;2.0;52800.0;105600.0;126800.0;105600.0;0.0;EMoney Mandiri NutriSari;(B)71210068;1.0;0.0;0.0;50000.0;45009.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;1102101190P2G46;;;;;;;;;;;;;;;
2101000195P1G18;Bundle;Tropicana Slim Milk Skim Original 1kg + (FREE) Gelas Enamel;176000.0;246200;205500;0;;;;;;;;;;Tropicana Slim Milk Skim Original 1kg;2101000195;1.0;176000.0;176000.0;211200.0;176000.0;0.0;(FREE)Gelas Enamel;(B)71210027;1.0;0.0;0.0;35000.0;29500.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;Tropicana Slim Biru;Tropicana Slim Milk Skim Original 1kg;2101000195P1G18;2101000195;;;;;;;;;;;;;;
2101000195P1G19;Bundle;Tropicana Slim Original Susu Skim [1000 Gr] + Free Infuse Watter Bottle;176000.0;241200;199000;0;;;;;;;;;;Tropicana Slim Milk Skim Original 1kg;2101000195;1.0;176000.0;176000.0;211200.0;176000.0;0.0;(FREE)Infused Water Bottle;(B)71210007;1.0;0.0;0.0;30000.0;23000.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;2101000195P1G7;;;;;;;;;;;;;;;
2101428190P2G22;Bundle;Hilo School Vanilla Vegiberi Minuman Kesehatan [750 g/ 2 pcs] + Free Lock&Lock;204600.0;260000;235509;0;;7.50E+11;Hilo School Vanilla Vegiberi 750G 2pc Free Lock&Lock;;;;;;;HiLo School Vanilla Vegiberi 750gr;2101428190;2.0;102300.0;204600.0;225000.0;204600.0;0.0;(FREE)Lunch Box Lock & Lock HPL850;(B)71210010;1.0;0.0;0.0;35000.0;30909.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;2101428190P2G22;;;;;;;;;;;;;;;
2101452180P2;Bundle;HiLo Active Chocolate 500gr x2;110000.0;132000;110000;0;;;;;;;;;;HiLo Active Chocolate 500gr;2101452180;2.0;55000.0;110000.0;132000.0;110000.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;2101452180P2;;;;;;;;;;;;;;;
2101452190P2;Bundle;HiLo Active Chocolate 750g x2;161700.0;194000;161700;0;;;;;;;;;;HiLo Active Chocolate 750gr;2101452190;2.0;80850.0;161700.0;194000.0;161700.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;2101452190P2;;;;;;;;;;;;;;;
2101452190P2G22;Bundle;Hilo Active Chocolate 750G x2 (Free Lock&Lock);161700.0;229000;192609;0;;7.50E+11;Hilo Active Chocolate 750G 2pc Free Lock&Lock;;;;;;;HiLo Active Chocolate 750gr;2101452190;2.0;80850.0;161700.0;194000.0;161700.0;0.0;(FREE)Lunch Box Lock & Lock HPL850;(B)71210010;1.0;0.0;0.0;35000.0;30909.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;2101452190P2G22;;;;;;;;;;;;;;;
2101452190P2G45;Bundle;HiLo Chocolate 750g 2 pcs FREE E-Money HiLo;161700.0;244000;206709;0;;;;;;;;;;HiLo Active Chocolate 750gr;2101452190;2.0;80850.0;161700.0;194000.0;161700.0;0.0;EMoney Mandiri HiLo;(B)71210067;1.0;0.0;0.0;50000.0;45009.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;2101452190P2G45;;;;;;;;;;;;;;;
2101453190P2G22;Bundle;Hilo School Chocolate Susu Formula [750 g/ 2 pcs] + Free Lock&Lock;204600.0;260000;235509;0;;7.50E+11;Hilo School Chocolate 750G 2pc Free Lock&Lock;;;;;;;HiLo School Chocolate 750gr;2101453190;2.0;102300.0;204600.0;225000.0;204600.0;0.0;(FREE)Lunch Box Lock & Lock HPL850;(B)71210010;1.0;0.0;0.0;35000.0;30909.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;2101453190P2G22;;;;;;;;;;;;;;;
2101453190P2G22;Bundle;Hilo School Chocolate 750G x2pcs (Free Lock&Lock);204600.0;260000;235509;0;;;;;;;;;;HiLo School Chocolate 750gr;2101453190;2.0;102300.0;204600.0;225000.0;204600.0;0.0;(FREE)Lunch Box Lock & Lock HPL850;(B)71210010;1.0;0.0;0.0;35000.0;30909.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;2101453190P2G22;;;;;;;;;;;;;;;
2101454302P2;Bundle;Buy 1 Get 1 FREE HiLo School Chocolate Gusset 10 Sch (350gr);66000.0;79800;66000;0;;;;;;;;;;HiLo School Susu Coklat (10 sch) Gusset;2101454302;2.0;33000.0;66000.0;79800.0;66000.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;2101454302P2;;;;;;;;;;;;;;;
2101461P24;Bundle;HiLo Teen Chocolate Ready To Drink (24 pcs);132000.0;151200;132000;0;;;;;;;;;;HiLo Teen RTD Coklat 200ml;2101461;24.0;5500.0;132000.0;151200.0;132000.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;2101461P24;;;;;;;;;;;;;;;
2101461P4;Bundle;HiLo Teen Rtd Chocolate x4;22000.0;25200;22000;0;;;;;;;;;;HiLo Teen RTD Coklat 200ml;2101461;4.0;5500.0;22000.0;25200.0;22000.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;2101461P4;;;;;;;;;;;;;;;
2101462303P2;Bundle;HiLo Belgian Chocolate Gusset x2.;74800.0;89800;74800;0;;;;;;;;;;HiLo Belgian Chocolate (10 sch);2101462303;2.0;37400.0;74800.0;89800.0;74800.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;2101462303P2;;;;;;;;;;;;;;;
2101467P2;Bundle;HiLo Chocolate Avocado (2 pcs);12760.0;14600;12760;0;;;;;;;;;;HiLo Chocolate Avocado 200ml;2101467;2.0;6380.0;12760.0;14600.0;12760.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;HiLo Avocado;HiLo Chocolate Avocado (2 pcs);2101467P2;2101467P2;;;;;;;;;;;;;;
2101467P24;Bundle;HiLo Chocolate Avocado (24 pcs);153120.0;175200;153120;0;;H-B-2;Hilo Chocolate Avocadox24 botol;000000TBA;HiLo Chocolate Avocado 200ml (24 botol);(S)2101467P24;HiLo Chocolate Avocado 24pcs @200ml - Minuman Cokelat Tinggi Kalsium Rendah Lemak - Expired Date December 2019;;;HiLo Chocolate Avocado 200ml;2101467;24.0;6380.0;153120.0;175200.0;153120.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;HiLo Avocado;HiLo Chocolate Avocado 200ml (24 botol);2101467P24;;;;;;;;;;;;;;;
2101467P4;Bundle;Hilo Avocado Chocolate x4pc;25520.0;29200;25520;0;;;;;;;;;;HiLo Chocolate Avocado 200ml;2101467;4.0;6380.0;25520.0;29200.0;25520.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;2101467P4;;;;;;;;;;;;;;;
2101467P6;Bundle;HiLo Chocolate Avocado Minuman Kesehatan [200 mL/6 Botol];38280.0;43800;38280;0;;;;;;;;;;HiLo Chocolate Avocado 200ml;2101467;6.0;6380.0;38280.0;43800.0;38280.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;HiLo Avocado;HiLo Chocolate Avocado 200ml (6 botol);2101467P6;;;;;;;;;;;;;;;
2101468P2;Bundle;HiLo Chocolate Banana 200ml (2 Botol);12760.0;14600;12760;0;;2102468P2;HiLo Chocolate Banana 200ml (2 Botol);;;;;;;HiLo Chocolate Banana 200ml;2101468;2.0;6380.0;12760.0;14600.0;12760.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;HiLo Chocolate Banana;HiLo Chocolate Banana 200ml (2 Botol);2101468P2;2101468P2;;;;;;;;;;;;;;
2101468P24;Bundle;HiLo Chocolate Banana 200ml (24 botol);153120.0;175200;153120;0;;;;;;;;;;HiLo Chocolate Banana 200ml;2101468;24.0;6380.0;153120.0;175200.0;153120.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;HiLo Avocado;HiLo Chocolate Banana 200ml (24 botol);2101468P24;(B)2101468;;;;;;;;;;;;;;
2101468P24;Bundle;HiLo Chocolate Banana 200ml (24 botol);153120.0;175200;153120;0;;;;;;;;;;HiLo Chocolate Banana 200ml;2101468;24.0;6380.0;153120.0;175200.0;153120.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;HiLo Avocado;HiLo Chocolate Banana 200ml (24 botol);2101468P24;2101468P24;;;;;;;;;;;;;;
2101468P3;Bundle;Hilo Chocolate Banana Minuman Cokelat [Buy 2 Get 1];19140.0;21900;19140;0;;;;;;;;;;HiLo Chocolate Banana 200ml;2101468;3.0;6380.0;19140.0;21900.0;19140.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;2101468P3;;;;;;;;;;;;;;;
2101468P4;Bundle;Hilo Chocolate Banana x4pc;25520.0;29200;25520;0;;;;;;;;;;HiLo Chocolate Banana 200ml;2101468;4.0;6380.0;25520.0;29200.0;25520.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;HiLo Chocolate Banana;HiLo Choco Banana 200ml (4 Pcs);2101468P4;;;;;;;;;;;;;;;
2101481443P2;Bundle;Hilo School Chocolate Candy x10sachet (Buy 1 Get 1);33000.0;39800;33000;0;;7.50E+11;Buy 1 Get 1 Hilo School Chocolate Candy 10 Sachet;;;;;;;HiLo School Chocolate Candy (10 sch);2101481443;2.0;16500.0;33000.0;39800.0;33000.0;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;;;;0.0;0.0;0.0;;;;2101481443P2;;;;;;;;;;;;;;;
